Evaluate	Volumes	involving Algebraic Expressions
 Evaluate	Patterns	involving Algebraic Expressions
 Evaluate	Areas	involving Algebraic Expressions
 Evaluate	Perimeters	involving Algebraic Expressions
 Evaluate	Data	involving Algebraic Expressions
 Evaluate	Surface Areas	involving Algebraic Expressions
 Evaluate	Congruence	involving Algebraic Expressions
 Evaluate	Similarity	involving Algebraic Expressions
 Evaluate	Proportions	involving Algebraic Expressions
 Evaluate	Algebraic Equations	involving Algebraic Expressions
 Evaluate	Algebraic Inequalities	involving Algebraic Expressions
 Evaluate	Lines	involving Algebraic Expressions
 Evaluate	Linear Equations	involving Algebraic Expressions
 Evaluate	Simultaneous Equations	involving Algebraic Expressions
 Evaluate	Statistical Variability	involving Algebraic Expressions
 Evaluate	Distributions	involving Algebraic Expressions
 Evaluate	Populations	involving Algebraic Expressions
 Evaluate	Probability Models	involving Algebraic Expressions
 Evaluate	Bivariate Data	involving Algebraic Expressions
 Evaluate	Sets	involving Algebraic Expressions
 Evaluate	Elements	involving Algebraic Expressions
 Evaluate	Experiments	involving Algebraic Expressions
 Evaluate	Observations	involving Algebraic Expressions
 Evaluate	Dependent Variables	involving Algebraic Expressions
 Evaluate	Independent Variables	involving Algebraic Expressions
 Evaluate	Sums	involving Algebraic Expressions
 Evaluate	Differences	involving Algebraic Expressions
 Evaluate	Products	involving Algebraic Expressions
 Evaluate	Quotients	involving Algebraic Expressions
 Evaluate	Remainders	involving Algebraic Expressions
 Evaluate	Groups	involving Algebraic Expressions
 Evaluate	Length	involving Algebraic Expressions
 Evaluate	Width	involving Algebraic Expressions
 Evaluate	Depth or Height	involving Algebraic Expressions
 Evaluate	Samples	involving Algebraic Expressions
 Evaluate	Random Samples	involving Algebraic Expressions
 Understand	Volumes	involving Algebraic Expressions
 Understand	Patterns	involving Algebraic Expressions
 Understand	Areas	involving Algebraic Expressions
 Understand	Perimeters	involving Algebraic Expressions
 Understand	Data	involving Algebraic Expressions
 Understand	Surface Areas	involving Algebraic Expressions
 Understand	Congruence	involving Algebraic Expressions
 Understand	Similarity	involving Algebraic Expressions
 Understand	Proportions	involving Algebraic Expressions
 Understand	Algebraic Equations	involving Algebraic Expressions
 Understand	Algebraic Inequalities	involving Algebraic Expressions
 Understand	Lines	involving Algebraic Expressions
 Understand	Linear Equations	involving Algebraic Expressions
 Understand	Simultaneous Equations	involving Algebraic Expressions
 Understand	Statistical Variability	involving Algebraic Expressions
 Understand	Distributions	involving Algebraic Expressions
 Understand	Populations	involving Algebraic Expressions
 Understand	Probability Models	involving Algebraic Expressions
 Understand	Bivariate Data	involving Algebraic Expressions
 Understand	Sets	involving Algebraic Expressions
 Understand	Elements	involving Algebraic Expressions
 Understand	Experiments	involving Algebraic Expressions
 Understand	Observations	involving Algebraic Expressions
 Understand	Dependent Variables	involving Algebraic Expressions
